timestamp,source,destination,relay,mission_phase,frequency_band,encryption,packet_size,delay_ms,signal_strength,ttl,ttl_evidence,dsslv_score,dynamic_ttl_trust,trust_score,status
2026-07-15 10:32:05,Mars_Rover,Earth,Unknown_Relay,Return Mission,X-Band,AES-256,1024,420,-28,51,79.69,58,76.5,67.25,Spoofing
2026-07-15 10:35:12,Lunar_Probe,Earth,Relay_C,Data Transmission,Ka-Band,RSA-4096,4096,918,-67,63,98.44,97,94.5,95.75,Normal
2026-07-15 10:26:33,Orbiter_1,Earth,Relay_B,Cruise,Ka-Band,AES-256,4096,1320,-71,61,95.31,99,91.5,95.25,Normal
2026-07-15 10:29:40,DeepSpace_Satellite,Earth,Relay_D,Orbit,S-Band,AES-256,4096,2112,-76,58,90.62,94,87.0,90.5,Normal
2026-07-15 10:53:42,ISS_Module,Earth,Relay_X,Launch,S-Band,RSA-4096,1024,274,-7,39,60.94,37,58.5,47.75,Injection
2026-07-15 10:42:00,DeepSpace_Satellite,Earth,Relay_D,Return Mission,S-Band,Post-Quantum,512,2150,-79,64,100.0,91,96.0,93.5,Normal
2026-07-15 10:24:08,Lunar_Probe,Earth,Relay_C,Data Transmission,S-Band,AES-256,2048,953,-67,62,96.88,97,93.0,95.0,Normal
2026-07-15 10:57:38,Mars_Rover,Earth,Relay_A,Launch,S-Band,Post-Quantum,4096,1191,-70,61,95.31,100,91.5,95.75,Normal
2026-07-15 10:57:57,Mars_Rover,Earth,Relay_A,Launch,X-Band,AES-256,2048,1180,-72,64,100.0,98,96.0,97.0,Normal
2026-07-15 10:52:08,ISS_Module,Earth,Relay_E,Landing,X-Band,RSA-4096,2048,537,-55,63,98.44,85,94.5,89.75,Normal
2026-07-15 10:46:15,Mars_Rover,Earth,Relay_A,Landing,Ka-Band,AES-256,512,1246,-71,60,93.75,99,90.0,94.5,Normal
2026-07-15 11:02:00,Mars_Rover,Earth,Relay_X,Landing,X-Band,Post-Quantum,4096,667,-23,36,56.25,53,54.0,53.5,Injection
2026-07-15 10:18:42,Mars_Rover,Earth,Unknown_Relay,Sample Collection,X-Band,RSA-4096,1024,429,-27,51,79.69,57,76.5,66.75,Spoofing
2026-07-15 10:18:48,Mars_Rover,Earth,Relay_A,Return Mission,S-Band,RSA-4096,512,1247,-72,63,98.44,98,94.5,96.25,Normal
2026-07-15 10:18:54,ISS_Module,Earth,Relay_X,Orbit,Ka-Band,Post-Quantum,512,303,-6,38,59.38,36,57.0,46.5,Injection
2026-07-15 10:38:00,DeepSpace_Satellite,Earth,Relay_X,Launch,X-Band,AES-256,2048,1012,-26,39,60.94,56,58.5,57.25,Injection
2026-07-15 11:03:40,Mars_Rover,Earth,Relay_A,Surface Operation,S-Band,Post-Quantum,512,1195,-72,62,96.88,98,93.0,95.5,Normal
2026-07-15 10:25:36,Lunar_Probe,Earth,Unknown_Relay,Cruise,Ka-Band,AES-256,512,323,-19,52,81.25,49,78.0,63.5,Spoofing
2026-07-15 10:25:44,Lunar_Probe,Earth,Relay_C,Landing,X-Band,AES-256,4096,920,-64,64,100.0,94,96.0,95.0,Normal
2026-07-15 10:22:38,Orbiter_1,Earth,Relay_B,Return Mission,X-Band,AES-256,4096,1347,-71,62,96.88,99,93.0,96.0,Normal
2026-07-15 10:26:00,ISS_Module,Earth,Relay_E,Data Transmission,Ka-Band,AES-256,1024,562,-56,63,98.44,86,94.5,90.25,Normal
2026-07-15 10:35:56,Lunar_Probe,Earth,Relay_C,Orbit,X-Band,RSA-4096,4096,902,-65,64,100.0,95,96.0,95.5,Normal
2026-07-15 10:29:33,ISS_Module,Earth,Relay_X,Cruise,S-Band,RSA-4096,4096,336,-6,38,59.38,36,57.0,46.5,Injection
2026-07-15 10:42:54,ISS_Module,Earth,Relay_E,Surface Operation,S-Band,AES-256,512,495,-60,62,96.88,90,93.0,91.5,Normal
2026-07-15 10:33:10,DeepSpace_Satellite,Earth,Unknown_Relay,Launch,S-Band,AES-256,1024,821,-34,49,76.56,64,73.5,68.75,Spoofing
2026-07-15 10:20:00,Orbiter_1,Earth,Relay_B,Orbit,X-Band,AES-256,1024,1334,-72,63,98.44,98,94.5,96.25,Normal
2026-07-15 10:40:12,DeepSpace_Satellite,Earth,Trusted,Launch,S-Band,RSA-4096,2048,9264,-96,41,64.06,74,61.5,67.75,Replay
2026-07-15 10:53:52,DeepSpace_Satellite,Earth,Relay_D,Sample Collection,Ka-Band,AES-256,4096,2164,-79,58,90.62,91,87.0,89.0,Normal
2026-07-15 10:43:59,Orbiter_1,Earth,Relay_B,Data Transmission,Ka-Band,Post-Quantum,512,1294,-68,64,100.0,98,96.0,97.0,Normal
2026-07-15 11:04:36,Mars_Rover,Earth,Relay_A,Launch,Ka-Band,Post-Quantum,512,1217,-72,60,93.75,98,90.0,94.0,Normal
2026-07-15 10:34:10,ISS_Module,Earth,Relay_E,Launch,X-Band,RSA-4096,2048,595,-57,63,98.44,87,94.5,90.75,Normal
2026-07-15 10:34:20,Orbiter_1,Earth,Relay_B,Sample Collection,Ka-Band,RSA-4096,2048,1273,-70,63,98.44,100,94.5,97.25,Normal
2026-07-15 10:17:15,Mars_Rover,Earth,Relay_A,Landing,X-Band,RSA-4096,512,1187,-72,61,95.31,98,91.5,94.75,Normal
2026-07-15 10:58:56,Lunar_Probe,Earth,Relay_C,Sample Collection,Ka-Band,AES-256,2048,986,-66,64,100.0,96,96.0,96.0,Normal
2026-07-15 10:31:21,Lunar_Probe,Earth,Relay_C,Landing,X-Band,AES-256,2048,960,-67,63,98.44,97,94.5,95.75,Normal
2026-07-15 10:24:30,Mars_Rover,Earth,Relay_A,Return Mission,Ka-Band,Post-Quantum,4096,1190,-71,61,95.31,99,91.5,95.25,Normal
2026-07-15 10:31:39,DeepSpace_Satellite,Earth,Relay_D,Orbit,S-Band,Post-Quantum,2048,1855,-78,58,90.62,92,87.0,89.5,Normal
2026-07-15 10:17:40,ISS_Module,Earth,Relay_E,Sample Collection,X-Band,RSA-4096,1024,570,-57,62,96.88,87,93.0,90.0,Normal
2026-07-15 11:00:21,Orbiter_1,Earth,Relay_B,Sample Collection,X-Band,AES-256,4096,1343,-71,62,96.88,99,93.0,96.0,Normal
2026-07-15 10:32:06,Orbiter_1,Earth,Relay_B,Return Mission,S-Band,RSA-4096,512,1289,-69,61,95.31,99,91.5,95.25,Normal
2026-07-15 10:35:50,Orbiter_1,Earth,Relay_B,Cruise,X-Band,RSA-4096,4096,1297,-69,61,95.31,99,91.5,95.25,Normal
2026-07-15 10:46:48,Lunar_Probe,Earth,Relay_C,Launch,Ka-Band,RSA-4096,2048,1037,-66,61,95.31,96,91.5,93.75,Normal
2026-07-15 10:57:52,Lunar_Probe,Earth,Relay_C,Sample Collection,S-Band,Post-Quantum,1024,1037,-64,62,96.88,94,93.0,93.5,Normal
2026-07-15 10:25:26,ISS_Module,Earth,Relay_E,Sample Collection,X-Band,Post-Quantum,512,535,-57,64,100.0,87,96.0,91.5,Normal
2026-07-15 10:21:54,ISS_Module,Earth,Relay_E,Landing,Ka-Band,RSA-4096,2048,522,-59,64,100.0,89,96.0,92.5,Normal
2026-07-15 11:13:20,DeepSpace_Satellite,Earth,Relay_D,Data Transmission,X-Band,Post-Quantum,512,2216,-81,62,96.88,89,93.0,91.0,Normal
2026-07-15 10:36:50,DeepSpace_Satellite,Earth,Relay_D,Landing,X-Band,Post-Quantum,512,2036,-78,58,90.62,92,87.0,89.5,Normal
2026-07-15 10:59:12,DeepSpace_Satellite,Earth,Relay_D,Launch,S-Band,RSA-4096,4096,2354,-78,58,90.62,92,87.0,89.5,Normal
2026-07-15 10:37:10,Orbiter_1,Earth,Relay_B,Cruise,S-Band,RSA-4096,2048,1318,-68,63,98.44,98,94.5,96.25,Normal
2026-07-15 11:07:12,ISS_Module,Earth,Relay_E,Launch,X-Band,Post-Quantum,2048,578,-56,62,96.88,86,93.0,89.5,Normal
2026-07-15 10:48:45,Mars_Rover,Earth,Relay_A,Orbit,X-Band,AES-256,4096,1198,-71,61,95.31,99,91.5,95.25,Normal
2026-07-15 10:30:08,ISS_Module,Earth,Relay_E,Sample Collection,Ka-Band,Post-Quantum,4096,587,-59,63,98.44,89,94.5,91.75,Normal
2026-07-15 10:18:55,DeepSpace_Satellite,Earth,Relay_D,Landing,S-Band,RSA-4096,4096,1864,-78,59,92.19,92,88.5,90.25,Normal
2026-07-15 11:08:24,Mars_Rover,Earth,Relay_A,Orbit,X-Band,Post-Quantum,4096,1200,-70,62,96.88,100,93.0,96.5,Normal
2026-07-15 11:04:53,Orbiter_1,Earth,Relay_B,Launch,S-Band,AES-256,2048,1346,-70,63,98.44,100,94.5,97.25,Normal
2026-07-15 10:19:10,ISS_Module,Earth,Unknown_Relay,Data Transmission,S-Band,AES-256,1024,216,-11,51,79.69,41,76.5,58.75,Spoofing
2026-07-15 10:30:48,Orbiter_1,Earth,Relay_B,Cruise,Ka-Band,AES-256,1024,1290,-70,62,96.88,100,93.0,96.5,Normal
2026-07-15 11:13:28,Lunar_Probe,Earth,Relay_C,Sample Collection,Ka-Band,AES-256,1024,1017,-66,63,98.44,96,94.5,95.25,Normal
2026-07-15 11:17:40,Mars_Rover,Earth,Relay_A,Sample Collection,S-Band,AES-256,1024,1186,-70,60,93.75,100,90.0,95.0,Normal
2026-07-15 10:46:48,ISS_Module,Earth,Trusted,Return Mission,S-Band,AES-256,1024,2321,-73,43,67.19,97,64.5,80.75,Replay
2026-07-15 11:14:25,Lunar_Probe,Earth,Relay_X,Landing,X-Band,RSA-4096,512,505,-15,35,54.69,45,52.5,48.75,Injection
2026-07-15 10:55:04,ISS_Module,Earth,Relay_E,Sample Collection,Ka-Band,RSA-4096,2048,468,-57,62,96.88,87,93.0,90.0,Normal
2026-07-15 10:39:30,Lunar_Probe,Earth,Relay_C,Surface Operation,X-Band,AES-256,1024,1015,-64,62,96.88,94,93.0,93.5,Normal
2026-07-15 11:19:20,Lunar_Probe,Earth,Relay_C,Sample Collection,Ka-Band,AES-256,2048,911,-67,60,93.75,97,90.0,93.5,Normal
2026-07-15 11:11:42,ISS_Module,Earth,Relay_X,Surface Operation,S-Band,Post-Quantum,2048,262,-6,39,60.94,36,58.5,47.25,Injection
2026-07-15 11:12:00,Orbiter_1,Earth,Relay_B,Return Mission,Ka-Band,Post-Quantum,1024,1286,-68,63,98.44,98,94.5,96.25,Normal
2026-07-15 11:00:15,ISS_Module,Earth,Relay_E,Orbit,S-Band,RSA-4096,512,623,-57,63,98.44,87,94.5,90.75,Normal
2026-07-15 11:12:36,Mars_Rover,Earth,Relay_A,Return Mission,X-Band,Post-Quantum,4096,1225,-71,61,95.31,99,91.5,95.25,Normal
2026-07-15 11:00:45,Orbiter_1,Earth,Unknown_Relay,Orbit,X-Band,AES-256,2048,472,-27,49,76.56,57,73.5,65.25,Spoofing
2026-07-15 11:01:00,Orbiter_1,Earth,Relay_B,Return Mission,Ka-Band,RSA-4096,1024,1323,-69,63,98.44,99,94.5,96.75,Normal
2026-07-15 11:17:35,Mars_Rover,Earth,Relay_X,Data Transmission,Ka-Band,RSA-4096,4096,663,-21,38,59.38,51,57.0,54.0,Injection
2026-07-15 10:32:48,Orbiter_1,Earth,Relay_B,Orbit,X-Band,RSA-4096,2048,1279,-71,60,93.75,99,90.0,94.5,Normal
2026-07-15 11:22:20,Mars_Rover,Earth,Relay_A,Launch,S-Band,Post-Quantum,2048,1218,-72,62,96.88,98,93.0,95.5,Normal
2026-07-15 10:53:44,DeepSpace_Satellite,Earth,Relay_D,Data Transmission,X-Band,AES-256,1024,1910,-79,60,93.75,91,90.0,90.5,Normal
2026-07-15 10:41:30,Mars_Rover,Earth,Relay_A,Return Mission,X-Band,AES-256,4096,1243,-70,64,100.0,100,96.0,98.0,Normal
2026-07-15 11:10:50,Orbiter_1,Earth,Unknown_Relay,Launch,X-Band,RSA-4096,2048,464,-23,50,78.12,53,75.0,64.0,Spoofing
2026-07-15 11:15:18,Orbiter_1,Earth,Relay_B,Orbit,X-Band,AES-256,1024,1304,-71,60,93.75,99,90.0,94.5,Normal
2026-07-15 11:19:48,Orbiter_1,Earth,Relay_B,Cruise,S-Band,RSA-4096,4096,1296,-72,64,100.0,98,96.0,97.0,Normal
2026-07-15 11:24:20,Orbiter_1,Earth,Trusted,Data Transmission,Ka-Band,AES-256,2048,4772,-86,43,67.19,84,64.5,74.25,Replay
2026-07-15 10:46:34,Orbiter_1,Earth,Relay_B,Return Mission,Ka-Band,Post-Quantum,2048,1332,-68,62,96.88,98,93.0,95.5,Normal
2026-07-15 11:03:45,ISS_Module,Earth,Relay_E,Return Mission,X-Band,Post-Quantum,512,470,-59,64,100.0,89,96.0,92.5,Normal
2026-07-15 10:42:40,Mars_Rover,Earth,Relay_A,Surface Operation,Ka-Band,Post-Quantum,4096,1185,-71,63,98.44,99,94.5,96.75,Normal
2026-07-15 10:38:33,DeepSpace_Satellite,Earth,Trusted,Data Transmission,Ka-Band,AES-256,512,7539,-96,42,65.62,74,63.0,68.5,Replay
2026-07-15 11:08:48,Orbiter_1,Earth,Relay_B,Landing,X-Band,Post-Quantum,1024,1295,-70,62,96.88,100,93.0,96.5,Normal
2026-07-15 11:13:23,ISS_Module,Earth,Relay_E,Landing,X-Band,AES-256,512,462,-58,63,98.44,88,94.5,91.25,Normal
2026-07-15 11:00:40,Lunar_Probe,Earth,Relay_C,Cruise,Ka-Band,AES-256,2048,956,-68,62,96.88,98,93.0,95.5,Normal
2026-07-15 10:47:51,Mars_Rover,Earth,Unknown_Relay,Surface Operation,S-Band,RSA-4096,2048,429,-26,50,78.12,56,75.0,65.5,Spoofing
2026-07-15 11:22:58,Orbiter_1,Earth,Relay_B,Surface Operation,X-Band,Post-Quantum,4096,1271,-72,63,98.44,98,94.5,96.25,Normal
2026-07-15 10:39:27,Mars_Rover,Earth,Relay_A,Launch,S-Band,RSA-4096,2048,1245,-71,63,98.44,99,94.5,96.75,Normal
2026-07-15 10:30:48,DeepSpace_Satellite,Earth,Relay_D,Orbit,Ka-Band,RSA-4096,512,1996,-77,60,93.75,93,90.0,91.5,Normal
2026-07-15 11:15:05,Orbiter_1,Earth,Relay_B,Launch,S-Band,Post-Quantum,512,1315,-70,64,100.0,100,96.0,98.0,Normal
2026-07-15 11:15:22,DeepSpace_Satellite,Earth,Relay_D,Landing,Ka-Band,AES-256,2048,2458,-81,63,98.44,89,94.5,91.75,Normal
2026-07-15 10:48:57,Lunar_Probe,Earth,Relay_C,Cruise,X-Band,AES-256,2048,1013,-68,61,95.31,98,91.5,94.75,Normal
2026-07-15 11:02:32,Orbiter_1,Earth,Relay_X,Return Mission,S-Band,AES-256,4096,724,-21,38,59.38,51,57.0,54.0,Injection
2026-07-15 11:29:40,ISS_Module,Earth,Relay_E,Landing,X-Band,AES-256,4096,644,-58,62,96.88,88,93.0,90.5,Normal
2026-07-15 10:45:00,Lunar_Probe,Earth,Relay_C,Data Transmission,Ka-Band,Post-Quantum,2048,938,-65,60,93.75,95,90.0,92.5,Normal
2026-07-15 10:54:12,Mars_Rover,Earth,Relay_A,Orbit,X-Band,Post-Quantum,1024,1204,-72,63,98.44,98,94.5,96.25,Normal
2026-07-15 11:12:32,ISS_Module,Earth,Relay_E,Surface Operation,Ka-Band,RSA-4096,2048,462,-56,63,98.44,86,94.5,90.25,Normal
2026-07-15 10:40:57,ISS_Module,Earth,Relay_E,Sample Collection,X-Band,AES-256,4096,643,-60,62,96.88,90,93.0,91.5,Normal
2026-07-15 10:27:24,Lunar_Probe,Earth,Relay_C,Sample Collection,Ka-Band,AES-256,2048,964,-68,61,95.31,98,91.5,94.75,Normal
2026-07-15 11:08:45,Lunar_Probe,Earth,Relay_C,Landing,S-Band,Post-Quantum,4096,948,-65,64,100.0,95,96.0,95.5,Normal
2026-07-15 11:04:24,Lunar_Probe,Earth,Relay_C,Orbit,Ka-Band,AES-256,2048,905,-66,62,96.88,96,93.0,94.5,Normal
2026-07-15 11:09:15,Orbiter_1,Earth,Trusted,Sample Collection,Ka-Band,RSA-4096,1024,4769,-86,42,65.62,84,63.0,73.5,Replay
2026-07-15 11:09:30,DeepSpace_Satellite,Earth,Relay_D,Orbit,S-Band,Post-Quantum,4096,2381,-79,64,100.0,91,96.0,93.5,Normal
2026-07-15 11:05:06,Orbiter_1,Earth,Relay_B,Sample Collection,S-Band,AES-256,4096,1349,-68,62,96.88,98,93.0,95.5,Normal
2026-07-15 10:32:40,DeepSpace_Satellite,Earth,Trusted,Cruise,S-Band,AES-256,4096,7793,-94,43,67.19,76,64.5,70.25,Replay
2026-07-15 11:14:56,Lunar_Probe,Earth,Relay_C,Surface Operation,Ka-Band,AES-256,512,1027,-66,63,98.44,96,94.5,95.25,Normal
2026-07-15 11:15:12,Orbiter_1,Earth,Unknown_Relay,Data Transmission,Ka-Band,RSA-4096,512,460,-25,49,76.56,55,73.5,64.25,Spoofing
2026-07-15 10:47:10,Orbiter_1,Earth,Unknown_Relay,Cruise,X-Band,RSA-4096,4096,456,-27,50,78.12,57,75.0,66.0,Spoofing
2026-07-15 11:20:28,Lunar_Probe,Earth,Relay_C,Launch,Ka-Band,Post-Quantum,1024,973,-67,62,96.88,97,93.0,95.0,Normal
2026-07-15 11:25:30,Lunar_Probe,Earth,Relay_X,Sample Collection,S-Band,AES-256,512,547,-18,38,59.38,48,57.0,52.5,Injection
2026-07-15 11:25:48,DeepSpace_Satellite,Earth,Relay_X,Sample Collection,S-Band,RSA-4096,1024,1146,-28,37,57.81,58,55.5,56.75,Injection
2026-07-15 11:26:06,DeepSpace_Satellite,Earth,Relay_D,Return Mission,S-Band,AES-256,4096,2240,-76,59,92.19,94,88.5,91.25,Normal
2026-07-15 11:36:00,Lunar_Probe,Earth,Relay_C,Sample Collection,S-Band,AES-256,1024,1019,-65,63,98.44,95,94.5,94.75,Normal
2026-07-15 10:48:10,DeepSpace_Satellite,Earth,Relay_D,Cruise,S-Band,AES-256,1024,1923,-77,58,90.62,93,87.0,90.0,Normal
2026-07-15 11:36:40,Mars_Rover,Earth,Trusted,Landing,X-Band,RSA-4096,512,4514,-85,41,64.06,85,61.5,73.25,Replay
2026-07-15 10:43:39,Orbiter_1,Earth,Relay_B,Cruise,S-Band,Post-Quantum,2048,1276,-71,62,96.88,99,93.0,96.0,Normal
2026-07-15 11:32:28,Orbiter_1,Earth,Relay_B,Surface Operation,S-Band,AES-256,4096,1257,-70,64,100.0,100,96.0,98.0,Normal
2026-07-15 10:39:04,Orbiter_1,Earth,Relay_B,Sample Collection,Ka-Band,Post-Quantum,2048,1267,-72,64,100.0,98,96.0,97.0,Normal
2026-07-15 11:08:36,Mars_Rover,Earth,Relay_A,Cruise,S-Band,AES-256,1024,1219,-72,63,98.44,98,94.5,96.25,Normal
2026-07-15 11:33:25,DeepSpace_Satellite,Earth,Relay_D,Launch,Ka-Band,AES-256,1024,2346,-76,59,92.19,94,88.5,91.25,Normal
2026-07-15 11:04:08,DeepSpace_Satellite,Earth,Relay_D,Return Mission,S-Band,RSA-4096,512,2097,-80,60,93.75,90,90.0,90.0,Normal
2026-07-15 10:24:45,Lunar_Probe,Earth,Relay_C,Sample Collection,S-Band,Post-Quantum,512,997,-65,62,96.88,95,93.0,94.0,Normal
2026-07-15 10:29:48,Orbiter_1,Earth,Relay_B,Sample Collection,Ka-Band,Post-Quantum,2048,1285,-68,61,95.31,98,91.5,94.75,Normal
2026-07-15 11:29:42,DeepSpace_Satellite,Earth,Relay_D,Cruise,X-Band,Post-Quantum,512,1945,-79,58,90.62,91,87.0,89.0,Normal
2026-07-15 10:30:00,Orbiter_1,Earth,Relay_B,Sample Collection,X-Band,AES-256,4096,1323,-69,60,93.75,99,90.0,94.5,Normal
2026-07-15 11:10:14,Orbiter_1,Earth,Relay_B,Return Mission,Ka-Band,RSA-4096,4096,1328,-69,63,98.44,99,94.5,96.75,Normal
2026-07-15 10:35:14,Mars_Rover,Earth,Relay_A,Launch,Ka-Band,Post-Quantum,4096,1212,-72,60,93.75,98,90.0,94.0,Normal
2026-07-15 11:10:42,Orbiter_1,Earth,Relay_B,Return Mission,Ka-Band,Post-Quantum,4096,1346,-70,62,96.88,100,93.0,96.5,Normal
2026-07-15 10:40:32,Mars_Rover,Earth,Relay_X,Sample Collection,X-Band,AES-256,2048,661,-20,37,57.81,50,55.5,52.75,Injection
2026-07-15 10:55:55,Lunar_Probe,Earth,Relay_C,Data Transmission,X-Band,Post-Quantum,512,1018,-68,60,93.75,98,90.0,94.0,Normal
2026-07-15 10:45:54,DeepSpace_Satellite,Earth,Relay_D,Launch,S-Band,AES-256,2048,2421,-76,59,92.19,94,88.5,91.25,Normal
2026-07-15 11:16:45,Mars_Rover,Earth,Relay_A,Landing,S-Band,AES-256,4096,1221,-70,64,100.0,100,96.0,98.0,Normal
2026-07-15 11:01:36,DeepSpace_Satellite,Earth,Trusted,Landing,Ka-Band,AES-256,4096,7600,-94,40,62.5,76,60.0,68.0,Replay
2026-07-15 10:30:54,Lunar_Probe,Earth,Relay_C,Cruise,S-Band,RSA-4096,512,986,-65,63,98.44,95,94.5,94.75,Normal
2026-07-15 10:36:10,ISS_Module,Earth,Relay_E,Sample Collection,X-Band,RSA-4096,512,582,-56,63,98.44,86,94.5,90.25,Normal
2026-07-15 10:57:01,Orbiter_1,Earth,Unknown_Relay,Launch,Ka-Band,Post-Quantum,4096,442,-26,49,76.56,56,73.5,64.75,Spoofing
2026-07-15 11:02:24,Orbiter_1,Earth,Relay_B,Surface Operation,X-Band,Post-Quantum,2048,1316,-68,60,93.75,98,90.0,94.0,Normal
2026-07-15 10:41:44,DeepSpace_Satellite,Earth,Relay_D,Orbit,Ka-Band,Post-Quantum,512,2459,-82,63,98.44,88,94.5,91.25,Normal
2026-07-15 10:57:34,Orbiter_1,Earth,Relay_B,Sample Collection,Ka-Band,AES-256,1024,1337,-68,61,95.31,98,91.5,94.75,Normal
2026-07-15 10:57:45,Orbiter_1,Earth,Relay_B,Return Mission,X-Band,AES-256,2048,1287,-69,62,96.88,99,93.0,96.0,Normal
2026-07-15 10:42:08,Orbiter_1,Earth,Relay_B,Landing,X-Band,RSA-4096,2048,1337,-70,62,96.88,100,93.0,96.5,Normal
2026-07-15 11:29:49,Orbiter_1,Earth,Relay_B,Cruise,S-Band,AES-256,4096,1297,-68,63,98.44,98,94.5,96.25,Normal
2026-07-15 10:26:30,Lunar_Probe,Earth,Relay_C,Launch,X-Band,AES-256,512,916,-64,60,93.75,94,90.0,92.0,Normal
2026-07-15 11:09:07,Mars_Rover,Earth,Relay_X,Landing,Ka-Band,Post-Quantum,1024,674,-20,36,56.25,50,54.0,52.0,Injection
2026-07-15 11:36:00,Lunar_Probe,Earth,Relay_C,Orbit,S-Band,AES-256,1024,946,-65,64,100.0,95,96.0,95.5,Normal
2026-07-15 11:41:39,Orbiter_1,Earth,Relay_B,Surface Operation,S-Band,AES-256,1024,1287,-68,61,95.31,98,91.5,94.75,Normal
2026-07-15 11:04:24,Orbiter_1,Earth,Relay_B,Sample Collection,Ka-Band,RSA-4096,512,1301,-71,63,98.44,99,94.5,96.75,Normal
2026-07-15 10:48:27,Mars_Rover,Earth,Relay_A,Landing,Ka-Band,Post-Quantum,4096,1202,-71,62,96.88,99,93.0,96.0,Normal
2026-07-15 11:21:00,Orbiter_1,Earth,Trusted,Data Transmission,S-Band,Post-Quantum,2048,4780,-85,44,68.75,85,66.0,75.5,Replay
2026-07-15 11:10:25,Orbiter_1,Earth,Relay_B,Sample Collection,S-Band,RSA-4096,4096,1347,-71,61,95.31,99,91.5,95.25,Normal
2026-07-15 10:38:02,Mars_Rover,Earth,Relay_A,Landing,S-Band,RSA-4096,2048,1205,-73,60,93.75,97,90.0,93.5,Normal
2026-07-15 10:49:03,ISS_Module,Earth,Relay_E,Surface Operation,Ka-Band,RSA-4096,2048,640,-56,63,98.44,86,94.5,90.25,Normal
2026-07-15 11:38:24,Lunar_Probe,Earth,Relay_C,Launch,X-Band,AES-256,1024,997,-67,60,93.75,97,90.0,93.5,Normal
2026-07-15 10:38:23,Lunar_Probe,Earth,Relay_C,Data Transmission,X-Band,Post-Quantum,2048,990,-64,64,100.0,94,96.0,95.0,Normal
2026-07-15 10:55:00,Mars_Rover,Earth,Relay_A,Data Transmission,Ka-Band,Post-Quantum,4096,1215,-73,64,100.0,97,96.0,96.5,Normal
2026-07-15 10:38:37,Mars_Rover,Earth,Unknown_Relay,Landing,X-Band,Post-Quantum,512,436,-28,48,75.0,58,72.0,65.0,Spoofing
2026-07-15 10:55:20,Orbiter_1,Earth,Relay_B,Surface Operation,S-Band,Post-Quantum,4096,1276,-69,62,96.88,99,93.0,96.0,Normal
2026-07-15 11:12:09,ISS_Module,Earth,Relay_E,Data Transmission,S-Band,RSA-4096,4096,464,-55,62,96.88,85,93.0,89.0,Normal
2026-07-15 11:01:14,ISS_Module,Earth,Relay_E,Return Mission,Ka-Band,AES-256,1024,489,-57,63,98.44,87,94.5,90.75,Normal
2026-07-15 11:12:35,ISS_Module,Earth,Relay_E,Landing,S-Band,AES-256,1024,595,-57,63,98.44,87,94.5,90.75,Normal
2026-07-15 10:44:48,ISS_Module,Earth,Relay_E,Data Transmission,S-Band,AES-256,4096,558,-57,63,98.44,87,94.5,90.75,Normal
2026-07-15 11:18:38,Orbiter_1,Earth,Trusted,Surface Operation,S-Band,AES-256,2048,4879,-83,41,64.06,87,61.5,74.25,Replay
2026-07-15 11:13:14,Orbiter_1,Earth,Relay_B,Data Transmission,X-Band,Post-Quantum,2048,1312,-68,62,96.88,98,93.0,95.5,Normal
2026-07-15 11:47:21,Mars_Rover,Earth,Relay_A,Cruise,Ka-Band,AES-256,512,1214,-73,63,98.44,97,94.5,95.75,Normal
2026-07-15 11:19:20,Lunar_Probe,Earth,Trusted,Surface Operation,Ka-Band,RSA-4096,512,3636,-81,44,68.75,89,66.0,77.5,Replay
2026-07-15 10:28:25,DeepSpace_Satellite,Earth,Relay_D,Data Transmission,X-Band,Post-Quantum,4096,1925,-77,60,93.75,93,90.0,91.5,Normal
2026-07-15 11:36:54,Orbiter_1,Earth,Relay_B,Landing,S-Band,AES-256,512,1298,-71,63,98.44,99,94.5,96.75,Normal
2026-07-15 11:42:54,DeepSpace_Satellite,Earth,Relay_D,Data Transmission,Ka-Band,RSA-4096,4096,2276,-82,58,90.62,88,87.0,87.5,Normal
2026-07-15 11:26:00,Lunar_Probe,Earth,Relay_C,Sample Collection,Ka-Band,RSA-4096,512,1017,-65,61,95.31,95,91.5,93.25,Normal
2026-07-15 11:03:15,ISS_Module,Earth,Relay_E,Launch,X-Band,RSA-4096,2048,485,-55,63,98.44,85,94.5,89.75,Normal
2026-07-15 10:57:40,Lunar_Probe,Earth,Relay_X,Sample Collection,X-Band,Post-Quantum,4096,517,-15,39,60.94,45,58.5,51.75,Injection
2026-07-15 11:55:40,DeepSpace_Satellite,Earth,Relay_D,Cruise,Ka-Band,RSA-4096,512,2255,-81,58,90.62,89,87.0,88.0,Normal
2026-07-15 11:38:36,Orbiter_1,Earth,Relay_B,Landing,Ka-Band,Post-Quantum,4096,1259,-68,64,100.0,98,96.0,97.0,Normal
2026-07-15 11:03:59,ISS_Module,Earth,Relay_E,Landing,Ka-Band,RSA-4096,512,506,-58,63,98.44,88,94.5,91.25,Normal
2026-07-15 11:56:40,Orbiter_1,Earth,Relay_B,Launch,Ka-Band,Post-Quantum,4096,1345,-71,64,100.0,99,96.0,97.5,Normal
2026-07-15 10:40:57,Orbiter_1,Earth,Relay_X,Landing,X-Band,RSA-4096,4096,692,-19,39,60.94,49,58.5,53.75,Injection
2026-07-15 11:16:16,DeepSpace_Satellite,Earth,Relay_X,Landing,Ka-Band,Post-Quantum,1024,1362,-26,38,59.38,56,57.0,56.5,Injection
