bundle_id,timestamp,source,destination,relay_path,propagation_delay_sec,rss_dbm,packet_size_bytes,transmission_rate_bps,ttl_original,status,St,Sl,Sr,Sh,Sc,trust_score,dynamic_trust,anomaly_confidence,lineage_score,combined_confidence,ttl_new,verdict
337,2026-08-01T05:28:20,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Unknown-Relay-X>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,701.55,-90.82,505,255,3600,Relay Tampering,0.85,0.52,0.457,0.488,0.877,0.676,0.692,0.123,0.25,0.457,1646,Suspicious
338,2026-08-01T05:29:01,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Unknown-Relay-X>Lunar Relay Satellite 1>Earth Ground Station,724.61,-93.22,534,265,3600,Relay Tampering,0.664,0.801,0.704,0.753,0.968,0.784,0.706,0.032,0.45,0.609,2192,Suspicious
339,2026-08-01T05:29:46,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Unknown-Relay-X>Earth Ground Station,704.05,-93.77,518,248,3600,Relay Tampering,0.746,0.58,0.785,0.683,0.94,0.763,0.714,0.06,0.65,0.702,2526,Legitimate
340,2026-08-01T05:30:13,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Unknown-Relay-X>Earth Ground Station,709.95,-92.61,470,247,3600,Relay Tampering,0.42,0.698,0.62,0.659,0.878,0.654,0.705,0.122,0.65,0.668,2403,Legitimate
341,2026-08-01T05:31:28,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Unknown-Relay-X>Lunar Relay Satellite 1>Earth Ground Station,724.98,-92.61,549,242,3600,Relay Tampering,0.508,0.789,0.626,0.707,0.928,0.713,0.706,0.072,0.45,0.591,2129,Suspicious
342,2026-08-01T05:32:47,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Unknown-Relay-X>Earth Ground Station,723.36,-93.22,538,255,3600,Relay Tampering,0.462,0.853,0.711,0.782,0.982,0.752,0.713,0.018,0.65,0.698,2514,Legitimate
343,2026-08-01T05:33:38,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Unknown-Relay-X>Earth Ground Station,736.38,-94.98,470,251,3600,Relay Tampering,0.877,0.501,0.973,0.737,0.869,0.805,0.727,0.131,0.65,0.717,2582,Legitimate
344,2026-08-01T05:34:13,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Unknown-Relay-X>Earth Ground Station,707.69,-93.6,465,255,3600,Relay Tampering,0.535,0.604,0.747,0.676,0.895,0.695,0.722,0.105,0.65,0.684,2464,Legitimate
345,2026-08-01T05:34:51,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Unknown-Relay-X>Lunar Relay Satellite 1>Earth Ground Station,721.59,-98.3,504,271,3600,Relay Tampering,0.603,0.937,0.552,0.744,0.951,0.761,0.728,0.049,0.45,0.609,2191,Suspicious
346,2026-08-01T05:35:59,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Unknown-Relay-X>Lunar Relay Satellite 1>Earth Ground Station,715.82,-90.68,466,258,3600,Relay Tampering,0.647,0.829,0.432,0.631,0.837,0.686,0.722,0.163,0.45,0.589,2119,Suspicious
347,2026-08-01T05:36:54,Rover-1,Earth Ground Station,Mars Surface Rover>Unknown-Relay-X>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,710.87,-93.92,506,258,3600,Relay Tampering,0.976,0.663,0.81,0.736,0.976,0.856,0.742,0.024,0.05,0.264,949,Malicious (TTL Decayed)
348,2026-08-01T05:37:22,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Unknown-Relay-X>Lunar Relay Satellite 1>Earth Ground Station,740.52,-93.99,542,249,3600,Relay Tampering,0.414,0.424,0.819,0.621,0.872,0.632,0.725,0.128,0.45,0.576,2073,Suspicious
349,2026-08-01T05:38:30,Rover-1,Earth Ground Station,Mars Surface Rover>Unknown-Relay-X>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,704.63,-95.97,501,237,3600,Relay Tampering,0.64,0.504,0.857,0.681,0.901,0.726,0.725,0.099,0.05,0.249,896,Malicious (TTL Decayed)
350,2026-08-01T05:38:58,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Unknown-Relay-X>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,729.23,-97.89,513,241,3600,Relay Tampering,0.417,0.706,0.609,0.657,0.934,0.666,0.717,0.066,0.25,0.46,1657,Suspicious
351,2026-08-01T05:39:01,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,738.64,-93.28,550,2830,3600,Bundle Flooding,0.196,0.481,0.698,0.59,0.245,0.405,0.67,0.755,1.0,0.689,2480,Legitimate
352,2026-08-01T05:39:05,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,729.02,-93.1,708,2570,3600,Bundle Flooding,0.238,0.739,0.686,0.712,0.12,0.446,0.636,0.88,1.0,0.692,2490,Legitimate
353,2026-08-01T05:39:08,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,732.82,-97.14,703,2264,3600,Bundle Flooding,0.263,0.631,0.69,0.66,0.125,0.427,0.605,0.875,1.0,0.672,2420,Legitimate
354,2026-08-01T05:39:10,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,729.56,-95.79,651,2487,3600,Bundle Flooding,0.285,0.735,0.902,0.819,0.234,0.539,0.595,0.766,1.0,0.711,2561,Legitimate
355,2026-08-01T05:39:12,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,733.9,-92.55,487,1829,3600,Bundle Flooding,0.314,0.613,0.602,0.608,0.427,0.489,0.579,0.573,1.0,0.686,2471,Legitimate
356,2026-08-01T05:39:16,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,704.94,-96.81,664,2949,3600,Bundle Flooding,0.353,0.489,0.731,0.61,0.117,0.422,0.556,0.883,1.0,0.651,2344,Legitimate
357,2026-08-01T05:39:17,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,728.89,-95.18,461,2270,3600,Bundle Flooding,0.351,0.74,0.996,0.868,0.366,0.613,0.564,0.634,1.0,0.728,2619,Legitimate
358,2026-08-01T05:39:19,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,718.26,-95.31,586,2868,3600,Bundle Flooding,0.38,0.869,0.961,0.915,0.246,0.614,0.572,0.754,1.0,0.731,2631,Legitimate
359,2026-08-01T05:39:22,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,724.76,-92.08,705,1881,3600,Bundle Flooding,0.409,0.885,0.564,0.725,0.145,0.501,0.561,0.855,1.0,0.684,2462,Legitimate
360,2026-08-01T05:39:25,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,731.71,-96.95,536,2272,3600,Bundle Flooding,0.426,0.664,0.69,0.677,0.418,0.55,0.559,0.582,1.0,0.702,2527,Legitimate
361,2026-08-01T05:39:28,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,710.83,-95.7,448,2142,3600,Bundle Flooding,0.444,0.631,0.885,0.758,0.349,0.577,0.562,0.651,1.0,0.713,2568,Legitimate
362,2026-08-01T05:39:30,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,710.95,-92.98,412,2215,3600,Bundle Flooding,0.452,0.625,0.676,0.651,0.22,0.493,0.552,0.78,1.0,0.677,2439,Legitimate
363,2026-08-01T05:39:34,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,707.64,-98.12,351,1953,3600,Bundle Flooding,0.488,0.541,0.536,0.538,0.157,0.431,0.534,0.843,1.0,0.646,2325,Suspicious
364,2026-08-01T05:39:36,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,708.87,-96.61,476,1616,3600,Bundle Flooding,0.485,0.58,0.733,0.656,0.5,0.574,0.54,0.5,1.0,0.704,2534,Legitimate
365,2026-08-01T05:39:40,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,702.74,-97.57,473,2963,3600,Bundle Flooding,0.52,0.451,0.618,0.535,0.228,0.454,0.527,0.772,1.0,0.652,2348,Legitimate
366,2026-08-01T05:39:44,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,719.03,-92.14,679,2528,3600,Bundle Flooding,0.53,0.908,0.568,0.738,0.16,0.542,0.529,0.84,1.0,0.687,2475,Legitimate
367,2026-08-01T05:39:45,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,726.58,-92.46,684,1593,3600,Bundle Flooding,0.514,0.807,0.616,0.712,0.187,0.531,0.529,0.813,1.0,0.683,2460,Legitimate
368,2026-08-01T05:39:49,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,736.51,-91.92,510,2145,3600,Bundle Flooding,0.558,0.527,0.563,0.545,0.392,0.51,0.527,0.608,1.0,0.674,2427,Legitimate
369,2026-08-01T05:39:52,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,736.28,-90.34,423,3045,3600,Bundle Flooding,0.561,0.546,0.412,0.479,0.088,0.402,0.508,0.912,1.0,0.623,2244,Suspicious
370,2026-08-01T05:39:56,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,736.82,-91.52,442,2778,3600,Bundle Flooding,0.584,0.539,0.548,0.543,0.175,0.462,0.501,0.825,1.0,0.645,2322,Suspicious
371,2026-08-01T05:40:00,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,726.41,-97.08,583,1989,3600,Bundle Flooding,0.597,0.832,0.591,0.711,0.378,0.599,0.516,0.622,1.0,0.704,2535,Legitimate
372,2026-08-01T05:40:02,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,705.98,-98.38,342,2327,3600,Bundle Flooding,0.585,0.514,0.446,0.48,0.117,0.415,0.501,0.883,1.0,0.626,2253,Suspicious
373,2026-08-01T05:40:03,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,706.38,-91.59,403,1936,3600,Bundle Flooding,0.582,0.537,0.547,0.542,0.206,0.468,0.496,0.794,1.0,0.645,2323,Suspicious
374,2026-08-01T05:40:06,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,739.61,-93.12,590,2540,3600,Bundle Flooding,0.616,0.483,0.774,0.629,0.246,0.53,0.501,0.754,1.0,0.672,2419,Legitimate
375,2026-08-01T05:40:07,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,727.25,-94.67,670,2953,3600,Bundle Flooding,0.606,0.811,0.929,0.87,0.11,0.614,0.518,0.89,1.0,0.711,2559,Legitimate
376,2026-08-01T05:40:10,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,728.22,-96.32,699,1875,3600,Bundle Flooding,0.64,0.785,0.653,0.719,0.154,0.558,0.524,0.846,1.0,0.692,2490,Legitimate
377,2026-08-01T05:40:14,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,705.02,-97.35,500,2379,3600,Bundle Flooding,0.663,0.512,0.53,0.521,0.382,0.522,0.523,0.618,1.0,0.677,2439,Legitimate
378,2026-08-01T05:40:16,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,731.31,-96.71,523,2343,3600,Bundle Flooding,0.65,0.686,0.623,0.655,0.419,0.595,0.534,0.581,1.0,0.71,2554,Legitimate
379,2026-08-01T05:40:19,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,701.77,-95.61,541,2312,3600,Bundle Flooding,0.674,0.441,0.799,0.62,0.356,0.568,0.539,0.644,1.0,0.701,2524,Legitimate
380,2026-08-01T05:40:21,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,705.51,-98.37,507,2637,3600,Bundle Flooding,0.672,0.53,0.445,0.488,0.31,0.489,0.532,0.69,1.0,0.668,2405,Legitimate
381,2026-08-01T05:41:38,Unregistered-Node-59,Earth Ground Station,Unregistered-Node>Earth Ground Station,720.45,-98.04,507,256,3600,Unauthorized Injection,1.0,1.0,1.0,1.0,0.98,0.995,0.999,0.02,0.0,0.004,14,Malicious (TTL Decayed)
382,2026-08-01T05:42:33,Unregistered-Node-1,Earth Ground Station,Unregistered-Node>Earth Ground Station,718.37,-106.68,534,251,3600,Unauthorized Injection,1.0,1.0,1.0,1.0,0.664,0.916,0.987,0.336,0.0,0.004,14,Malicious (TTL Decayed)
383,2026-08-01T05:43:30,Unregistered-Node-8,Earth Ground Station,Unregistered-Node>Earth Ground Station,701.55,-115.64,532,257,3600,Unauthorized Injection,1.0,1.0,1.0,1.0,0.393,0.848,0.977,0.607,0.0,0.004,14,Malicious (TTL Decayed)
384,2026-08-01T05:43:54,Unregistered-Node-18,Earth Ground Station,Unregistered-Node>Earth Ground Station,741.0,-107.63,490,242,3600,Unauthorized Injection,1.0,1.0,1.0,1.0,0.523,0.881,0.957,0.477,0.0,0.004,14,Malicious (TTL Decayed)
385,2026-08-01T05:45:00,Unregistered-Node-49,Earth Ground Station,Unregistered-Node>Earth Ground Station,726.3,-89.09,562,251,3600,Unauthorized Injection,1.0,1.0,1.0,1.0,0.768,0.942,0.983,0.232,0.0,0.004,14,Malicious (TTL Decayed)
386,2026-08-01T05:46:03,Unregistered-Node-16,Earth Ground Station,Unregistered-Node>Earth Ground Station,740.05,-79.73,474,270,3600,Unauthorized Injection,1.0,1.0,1.0,1.0,0.482,0.87,0.981,0.518,0.0,0.004,14,Malicious (TTL Decayed)
387,2026-08-01T05:46:57,Unregistered-Node-97,Earth Ground Station,Unregistered-Node>Earth Ground Station,715.38,-72.33,561,269,3600,Unauthorized Injection,1.0,1.0,1.0,1.0,0.407,0.852,0.973,0.593,0.0,0.004,14,Malicious (TTL Decayed)
388,2026-08-01T05:47:36,Unregistered-Node-30,Earth Ground Station,Unregistered-Node>Earth Ground Station,718.4,-83.01,504,251,3600,Unauthorized Injection,1.0,1.0,1.0,1.0,0.696,0.924,0.989,0.304,0.0,0.004,14,Malicious (TTL Decayed)
389,2026-08-01T05:48:18,Unregistered-Node-5,Earth Ground Station,Unregistered-Node>Earth Ground Station,705.1,-109.7,550,266,3600,Unauthorized Injection,1.0,1.0,1.0,1.0,0.504,0.876,0.969,0.496,0.0,0.004,14,Malicious (TTL Decayed)
390,2026-08-01T05:49:04,Unregistered-Node-9,Earth Ground Station,Unregistered-Node>Earth Ground Station,724.96,-76.04,551,245,3600,Unauthorized Injection,1.0,1.0,1.0,1.0,0.501,0.875,0.981,0.499,0.0,0.004,14,Malicious (TTL Decayed)
391,2026-08-01T05:49:26,Unregistered-Node-6,Earth Ground Station,Unregistered-Node>Earth Ground Station,717.69,-90.36,550,245,3600,Unauthorized Injection,1.0,1.0,1.0,1.0,0.879,0.97,0.995,0.121,0.0,0.004,14,Malicious (TTL Decayed)
392,2026-08-01T05:50:00,Unregistered-Node-38,Earth Ground Station,Unregistered-Node>Earth Ground Station,721.72,-82.37,540,241,3600,Unauthorized Injection,1.0,1.0,1.0,1.0,0.629,0.907,0.986,0.371,0.0,0.004,14,Malicious (TTL Decayed)
393,2026-08-01T05:51:18,Unregistered-Node-42,Earth Ground Station,Unregistered-Node>Earth Ground Station,730.0,-82.5,522,263,3600,Unauthorized Injection,1.0,1.0,1.0,1.0,0.675,0.919,0.988,0.325,0.0,0.004,14,Malicious (TTL Decayed)
394,2026-08-01T05:52:34,Unregistered-Node-8,Earth Ground Station,Unregistered-Node>Earth Ground Station,704.59,-97.69,483,247,3600,Unauthorized Injection,1.0,1.0,1.0,1.0,0.896,0.974,0.977,0.104,0.0,0.004,14,Malicious (TTL Decayed)
395,2026-08-01T05:53:31,Unregistered-Node-64,Earth Ground Station,Unregistered-Node>Earth Ground Station,736.4,-73.48,524,253,3600,Unauthorized Injection,1.0,0.596,0.024,0.31,0.444,0.516,0.919,0.556,0.0,0.003,12,Malicious (TTL Decayed)
396,2026-08-01T05:54:13,Unregistered-Node-54,Earth Ground Station,Unregistered-Node>Earth Ground Station,739.08,-90.64,541,248,3600,Unauthorized Injection,1.0,1.0,1.0,1.0,0.833,0.958,0.994,0.167,0.0,0.004,14,Malicious (TTL Decayed)
397,2026-08-01T05:54:52,Unregistered-Node-39,Earth Ground Station,Unregistered-Node>Earth Ground Station,714.66,-111.98,509,270,3600,Unauthorized Injection,1.0,1.0,1.0,1.0,0.533,0.883,0.982,0.467,0.0,0.004,14,Malicious (TTL Decayed)
398,2026-08-01T05:55:21,Unregistered-Node-72,Earth Ground Station,Unregistered-Node>Earth Ground Station,733.21,-96.42,518,275,3600,Unauthorized Injection,1.0,1.0,1.0,1.0,0.893,0.973,0.978,0.107,0.0,0.004,14,Malicious (TTL Decayed)
399,2026-08-01T05:56:05,Unregistered-Node-48,Earth Ground Station,Unregistered-Node>Earth Ground Station,708.89,-75.64,527,273,3600,Unauthorized Injection,1.0,1.0,1.0,1.0,0.491,0.873,0.981,0.509,0.0,0.004,14,Malicious (TTL Decayed)
400,2026-08-01T05:57:11,Unregistered-Node-6,Earth Ground Station,Unregistered-Node>Earth Ground Station,734.23,-112.75,499,260,3600,Unauthorized Injection,1.0,1.0,1.0,1.0,0.495,0.874,0.977,0.505,0.0,0.004,14,Malicious (TTL Decayed)
401,2026-08-01T05:57:43,Unregistered-Node-27,Earth Ground Station,Unregistered-Node>Earth Ground Station,733.16,-112.55,529,244,3600,Unauthorized Injection,1.0,1.0,1.0,1.0,0.504,0.876,0.981,0.496,0.0,0.004,14,Malicious (TTL Decayed)
402,2026-08-01T05:58:24,Unregistered-Node-95,Earth Ground Station,Unregistered-Node>Earth Ground Station,711.5,-76.82,482,243,3600,Unauthorized Injection,1.0,1.0,1.0,1.0,0.509,0.877,0.982,0.491,0.0,0.004,14,Malicious (TTL Decayed)
403,2026-08-01T05:59:32,Unregistered-Node-31,Earth Ground Station,Unregistered-Node>Earth Ground Station,719.09,-97.47,522,243,3600,Unauthorized Injection,1.0,1.0,1.0,1.0,0.964,0.991,0.981,0.036,0.0,0.004,14,Malicious (TTL Decayed)
404,2026-08-01T06:00:41,Unregistered-Node-47,Earth Ground Station,Unregistered-Node>Earth Ground Station,710.63,-95.61,527,248,3600,Unauthorized Injection,1.0,1.0,1.0,1.0,0.943,0.986,0.998,0.057,0.0,0.004,14,Malicious (TTL Decayed)
405,2026-08-01T06:01:32,Unregistered-Node-41,Earth Ground Station,Unregistered-Node>Earth Ground Station,718.53,-114.68,534,266,3600,Unauthorized Injection,1.0,1.0,1.0,1.0,0.474,0.868,0.968,0.526,0.0,0.004,14,Malicious (TTL Decayed)
406,2026-08-01T06:02:15,Unregistered-Node-3,Earth Ground Station,Unregistered-Node>Earth Ground Station,711.92,-83.64,549,265,3600,Unauthorized Injection,1.0,1.0,1.0,1.0,0.681,0.92,0.982,0.319,0.0,0.004,14,Malicious (TTL Decayed)
407,2026-08-01T06:03:34,Unregistered-Node-30,Earth Ground Station,Unregistered-Node>Earth Ground Station,723.63,-89.29,491,243,3600,Unauthorized Injection,1.0,1.0,1.0,1.0,0.852,0.963,0.985,0.148,0.0,0.004,14,Malicious (TTL Decayed)
408,2026-08-01T06:04:47,Unregistered-Node-98,Earth Ground Station,Unregistered-Node>Earth Ground Station,709.02,-110.28,557,249,3600,Unauthorized Injection,1.0,1.0,1.0,1.0,0.477,0.869,0.98,0.523,0.0,0.004,14,Malicious (TTL Decayed)
409,2026-08-01T06:05:53,Unregistered-Node-22,Earth Ground Station,Unregistered-Node>Earth Ground Station,726.12,-77.9,478,268,3600,Unauthorized Injection,1.0,1.0,1.0,1.0,0.546,0.886,0.965,0.454,0.0,0.004,14,Malicious (TTL Decayed)
410,2026-08-01T06:06:47,Unregistered-Node-8,Earth Ground Station,Unregistered-Node>Earth Ground Station,719.5,-96.14,516,261,3600,Unauthorized Injection,1.0,1.0,1.0,1.0,0.987,0.997,0.98,0.013,0.0,0.004,14,Malicious (TTL Decayed)
411,2026-08-01T00:01:23,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,734.98,-99.23,529,266,3600,Normal,1.0,1.0,1.0,1.0,0.894,0.973,0.996,0.106,1.0,0.991,3566,Legitimate
412,2026-08-01T00:02:19,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,704.34,-96.24,467,241,3600,Normal,1.0,1.0,1.0,1.0,0.859,0.965,0.991,0.141,1.0,0.987,3552,Legitimate
413,2026-08-01T00:03:02,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,720.25,-93.8,524,262,3600,Normal,1.0,1.0,1.0,1.0,0.99,0.998,0.992,0.01,1.0,0.997,3589,Legitimate
414,2026-08-01T00:04:11,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,737.83,-96.51,462,257,3600,Normal,1.0,0.488,0.981,0.734,0.789,0.814,0.966,0.211,1.0,0.932,3357,Legitimate
415,2026-08-01T00:05:07,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,698.91,-95.28,488,275,3600,Normal,1.0,0.385,0.739,0.562,0.781,0.726,0.93,0.219,1.0,0.893,3215,Legitimate
416,2026-08-01T00:05:38,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,720.1,-96.88,504,274,3600,Normal,0.257,0.974,0.829,0.901,0.935,0.749,0.903,0.065,1.0,0.892,3210,Legitimate
417,2026-08-01T00:06:19,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,703.02,-91.16,476,243,3600,Normal,0.68,0.564,0.208,0.386,0.821,0.568,0.852,0.179,1.0,0.814,2931,Legitimate
418,2026-08-01T00:07:22,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,709.3,-93.62,542,238,3600,Normal,0.576,0.764,0.66,0.712,0.896,0.724,0.833,0.104,1.0,0.861,3098,Legitimate
419,2026-08-01T00:08:17,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,718.23,-92.56,532,247,3600,Normal,0.861,0.925,0.547,0.736,0.976,0.827,0.832,0.024,1.0,0.894,3218,Legitimate
420,2026-08-01T00:09:39,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,735.03,-96.46,548,266,3600,Normal,0.274,0.487,0.737,0.612,0.904,0.601,0.798,0.096,1.0,0.807,2905,Legitimate
421,2026-08-01T00:10:14,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,715.91,-93.83,509,261,3600,Normal,0.501,0.919,0.743,0.831,0.989,0.788,0.796,0.011,1.0,0.869,3130,Legitimate
422,2026-08-01T00:11:28,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,705.8,-95.0,505,267,3600,Normal,0.5,0.624,0.988,0.806,0.945,0.764,0.791,0.055,1.0,0.86,3095,Legitimate
423,2026-08-01T00:12:34,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,740.62,-99.5,552,273,3600,Normal,0.702,0.398,0.346,0.372,0.758,0.551,0.755,0.242,1.0,0.774,2788,Legitimate
424,2026-08-01T00:13:18,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,707.53,-98.5,551,254,3600,Normal,0.676,0.666,0.514,0.59,0.898,0.689,0.745,0.102,1.0,0.819,2949,Legitimate
425,2026-08-01T00:13:50,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,738.32,-96.75,489,257,3600,Normal,0.464,0.475,0.788,0.632,0.894,0.655,0.732,0.106,1.0,0.803,2890,Legitimate
426,2026-08-01T00:15:02,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,699.82,-99.07,493,274,3600,Normal,0.55,0.501,0.484,0.492,0.787,0.58,0.709,0.213,1.0,0.768,2766,Legitimate
